"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Open Access","Citations count","Abstract","TL;DR"
"Review of Batch Effects Prevention, Diagnostics, and Correction Approaches.","https://scispace.com/papers/review-of-batch-effects-prevention-diagnostics-and-2i256j6xw2","2020","Book Chapter","Methods of Molecular Biology","Jelena Čuklina
Patrick G. A. Pedrioli
Ruedi Aebersold","10.1007/978-1-4939-9744-2_16","","No","38","Systematic technical variation in high-throughput studies consisting of the serial measurement of large sample cohorts is known as batch effects. Batch effects reduce the sensitivity of biological signal extraction and can cause significant artifacts. The systematic bias in the data caused by batch effects is more common in studies in which logistical considerations restrict the number of samples that can be prepared or profiled in a single experiment, thus necessitating the arrangement of subsets of study samples in batches. To mitigate the negative impact of batch effects, statistical approaches for batch correction are used at the stage of experimental design and data processing. Whereas in genomics batch effects and possible remedies have been extensively discussed, they are a relatively new challenge in proteomics because methods with sufficient throughput to systematically measure through large sample cohorts have only recently become available. Here we provide general recommendations to mitigate batch effects: we discuss the design of large-scale proteomic studies, review the most commonly used tools for batch effect correction and overview their application in proteomics.","The design of large-scale proteomic studies is discussed, the most commonly used tools for batch effect correction are reviewed, their application in proteomics is overview and general recommendations to mitigate batch effects are provided."
"Instrumental Drift in Untargeted Metabolomics: Optimizing Data Quality with Intrastudy QC Samples","https://scispace.com/papers/instrumental-drift-in-untargeted-metabolomics-optimizing-626njri1","2023","Journal Article","Metabolites","Andre Märtens
Johannes Holle
Brit Mollenhauer
Andre Wegner
Jennifer A. Kirwan
Karsten Hiller","10.3390/metabo13050665","https://www.mdpi.com/2218-1989/13/5/665/pdf?version=1684232827","Yes","13","Untargeted metabolomics is an important tool in studying health and disease and is employed in fields such as biomarker discovery and drug development, as well as precision medicine. Although significant technical advances were made in the field of mass-spectrometry driven metabolomics, instrumental drifts, such as fluctuations in retention time and signal intensity, remain a challenge, particularly in large untargeted metabolomics studies. Therefore, it is crucial to consider these variations during data processing to ensure high-quality data. Here, we will provide recommendations for an optimal data processing workflow using intrastudy quality control (QC) samples that identifies errors resulting from instrumental drifts, such as shifts in retention time and metabolite intensities. Furthermore, we provide an in-depth comparison of the performance of three popular batch-effect correction methods of different complexity. By using different evaluation metrics based on QC samples and a machine learning approach based on biological samples, the performance of the batch-effect correction methods were evaluated. Here, the method TIGER demonstrated the overall best performance by reducing the relative standard deviation of the QCs and dispersion-ratio the most, as well as demonstrating the highest area under the receiver operating characteristic with three different probabilistic classifiers (Logistic regression, Random Forest, and Support Vector Machine). In summary, our recommendations will help to generate high-quality data that are suitable for further downstream processing, leading to more accurate and meaningful insights into the underlying biological processes.","In this paper , the authors provide recommendations for an optimal data processing workflow using intrastudy quality control (QC) samples that identifies errors resulting from instrumental drifts, such as shifts in retention time and metabolite intensities."
"WaveICA 2.0: a novel batch effect removal method for untargeted metabolomics data without using batch information.","https://scispace.com/papers/waveica-2-0-a-novel-batch-effect-removal-method-for-lwf92ya4o5","2021","Journal Article","Metabolomics","Kui Deng
Falin Zhao
Zhiwei Rong
Lei Cao
Liuchao Zhang
Kang Li
Yan Hou
Zheng-Jiang Zhu","10.1007/S11306-021-01839-7","","No","","Untargeted metabolomics based on liquid chromatography-mass spectrometry is inevitably affected by batch effects that are caused by non-biological systematic bias. Previously, we developed a novel method called WaveICA to remove batch effects for untargeted metabolomics data. To detect batch effect information, the method relies on a batch label. However, it cannot be used in the scenario in which there is only one batch of data or the batch label is unknown. We aim to improve the WaveICA method to remove batch effects for untargeted metabolomics data without using batch information. We improved the WaveICA method by developing WaveICA 2.0 to remove batch effects for metabolomics data, and provided an R package WaveICA_2.0 to implement this method. The performance of the WaveICA 2.0 method was evaluated on real metabolomics data. For metabolomics data with three batches, the performance of the WaveICA 2.0 method was similar to that of the WaveICA method in terms of gathering quality control samples (QCSs) and subject samples together in principle component analysis score plots, increasing the similarity of QCSs, increasing differential peaks, and improving classification accuracy. For metabolomics data with only one batch, the WaveICA 2.0 method had a strong ability to remove intensity drift and reveal more biological information and outperformed the QC-RLSC and QC-SVRC methods in our study using our metabolomics data. Our results demonstrated that the WaveICA 2.0 method can be used in practice to remove batch effects for untargeted metabolomics data without batch information.","In this article, the WaveICA 2.0 method was proposed to remove batch effects for untargeted metabolomics data without using batch information, which can be used in practice to remove intensity drift and reveal more biological information."
"QComics: Recommendations and Guidelines for Robust, Easily Implementable and Reportable Quality Control of Metabolomics Data.","https://scispace.com/papers/qcomics-recommendations-and-guidelines-for-robust-easily-q771w8v1v5","2024","Journal Article","Analytical Chemistry","Alvaro González-Dominguez
Núria Estanyol-Torres
Carl Brunius
Rikard Landberg
Raúl González-Domínguez","10.1021/acs.analchem.3c03660","","No","","The implementation of quality control strategies is crucial to ensure the reproducibility, accuracy, and meaningfulness of metabolomics data. However, this pivotal step is often overlooked within the metabolomics workflow and frequently relies on the use of nonstandardized and poorly reported protocols. To address current limitations in this respect, we have developed QComics, a robust, easily implementable and reportable method for monitoring and controlling data quality. The protocol operates in various sequential steps aimed to (i) correct for background noise and carryover, (ii) detect signal drifts and ""out-of-control"" observations, (iii) deal with missing data, (iv) remove outliers, (v) monitor quality markers to identify samples affected by improper collection, preprocessing, or storage, and (vi) assess overall data quality in terms of precision and accuracy. Notably, this tool considers important issues often neglected along quality control, such as the need of separately handling missing values and truly absent data to avoid losing relevant biological information, as well as the large impact that preanalytical factors may elicit on metabolomics results. Altogether, the guidelines compiled in QComics might contribute to establishing gold standard recommendations and best practices for quality control within the metabolomics community.","QComics provides robust, easily implementable and reportable guidelines for quality control of metabolomics data, ensuring reproducibility, accuracy and meaningfulness."
"metabolomicsR: a streamlined workflow to analyze metabolomic data in R","https://scispace.com/papers/metabolomicsr-a-streamlined-workflow-to-analyze-metabolomic-3oy1vouo","2022","Journal Article","Bioinformatics advances","Xikun Han
Liming Liang","10.1093/bioadv/vbac067","https://scispace.com/pdf/metabolomicsr-a-streamlined-workflow-to-analyze-metabolomic-3oy1vouo.pdf","Yes","","Abstract Summary metabolomicsR is a streamlined, flexible and user-friendly R package to preprocess, analyze and visualize metabolomic data. metabolomicsR includes comprehensive functionalities for sample and metabolite quality control, outlier detection, missing value imputation, dimensional reduction, batch effect normalization, data integration, regression, metabolite annotation and visualization of data and results. In this application note, we demonstrate the step-by-step use of the main functions from this package. Availability and implementation The metabolomicsR package is available via CRAN and GitHub (https://github.com/XikunHan/metabolomicsR/). A step-by-step online tutorial is available at https://xikunhan.github.io/metabolomicsR/docs/articles/Introduction.html. Supplementary information Supplementary data are available at Bioinformatics Advances online.","A streamlined, flexible and user-friendly R package to preprocess, analyze and visualize metabolomic data that includes comprehensive functionalities for sample and metabolite quality control, outlier detection, missing value imputation, dimensional reduction, batch effect normalization, data integration, regression, metabolite annotation and visualization of data and results."
"Batch effect correction with sample remeasurement in highly confounded case-control studies","https://scispace.com/papers/batch-effect-correction-with-sample-remeasurement-in-highly-2n0inz622t","2023","Preprint","","Hanxuan Ye
Xianyang Zhang
Chen Wang
Ellen L. Goode
Jun Chen","10.48550/arxiv.2311.03289","","No","","Batch effects are pervasive in biomedical studies. One approach to address the batch effects is repeatedly measuring a subset of samples in each batch. These remeasured samples are used to estimate and correct the batch effects. However, rigorous statistical methods for batch effect correction with remeasured samples are severely under-developed. In this study, we developed a framework for batch effect correction using remeasured samples in highly confounded case-control studies. We provided theoretical analyses of the proposed procedure, evaluated its power characteristics, and provided a power calculation tool to aid in the study design. We found that the number of samples that need to be remeasured depends strongly on the between-batch correlation. When the correlation is high, remeasuring a small subset of samples is possible to rescue most of the power.","Batch effect correction with remeasured samples in highly confounded case-control studies is a well-powered approach to mitigate batch effects. The number of samples that need to be remeasured depends on the between-batch correlation."
"Quality Control of Targeted Plasma Lipids in a Large-Scale Cohort Study Using Liquid Chromatography–Tandem Mass Spectrometry","https://scispace.com/papers/quality-control-of-targeted-plasma-lipids-in-a-large-scale-1kddg0xj","2023","Journal Article","Metabolites","Akiyoshi Hirayama
Takamasa Ishikawa
Sanae Yamanaka
Satsuki Ikeda
Aya Hirata
Seizaburo Harada
Masahiro Sugimoto
Tomoyoshi Soga
Masaru Tomita
Toru Takebayashi","10.3390/metabo13040558","https://www.mdpi.com/2218-1989/13/4/558/pdf?version=1681397925","Yes","","High-throughput metabolomics has enabled the development of large-scale cohort studies. Long-term studies require multiple batch-based measurements, which require sophisticated quality control (QC) to eliminate unexpected bias to obtain biologically meaningful quantified metabolomic profiles. Liquid chromatography–mass spectrometry was used to analyze 10,833 samples in 279 batch measurements. The quantified profile included 147 lipids including acylcarnitine, fatty acids, glucosylceramide, lactosylceramide, lysophosphatidic acid, and progesterone. Each batch included 40 samples, and 5 QC samples were measured for 10 samples of each. The quantified data from the QC samples were used to normalize the quantified profiles of the sample data. The intra- and inter-batch median coefficients of variation (CV) among the 147 lipids were 44.3% and 20.8%, respectively. After normalization, the CV values decreased by 42.0% and 14.7%, respectively. The effect of this normalization on the subsequent analyses was also evaluated. The demonstrated analyses will contribute to obtaining unbiased, quantified data for large-scale metabolomics.","In this paper , the authors used liquid chromatography-mass spectrometry (LCS) to analyze 10,833 samples in 279 batch measurements and quantified profile included 147 lipids including acylcarnitine, fatty acids, glucosylceramide, lacto-ceramide and progesterone."
"An anchored experimental design and meta-analysis approach to address batch effects in large-scale metabolomics","https://scispace.com/papers/an-anchored-experimental-design-and-meta-analysis-approach-1r7zj63y","2022","Posted Content","","Cuiyun Liu","10.1101/2022.03.25.485859","","Yes","","Large-scale untargeted metabolomics studies suffer from individual variation, batch effects and instrument variability, making comparisons of common spectral features across studies difficult. One solution is to compare studies after compound identification. However, compound identification is expensive and time consuming. We successfully identify common spectral features across multiple studies, with a generalizable experimental design approach. First, we included an anchor strain, PD1074, during sample and data collection. Second, we collected data in blocks with multiple controls. These anchors enabled us to successfully integrate three studies of Caenorhabditis elegans for nuclear magnetic resonance (NMR) spectroscopy and liquid chromatography-mass spectrometry (LC-MS) data from five different assays. We found 34% and 14% of features to be significant in LC-MS and NMR, respectively. Between 20-50% of spectral features differ in a mutant and among a set of genetically diverse natural strains, suggesting this reduced set of spectral features are excellent targets for compound identification.","In this article , the authors integrate three studies of Caenorhabditis elegans for nuclear magnetic resonance (NMR) spectroscopy and liquid chromatography-mass spectrometry (LC-MS) data from five different assays."
"Diagnostics and correction of batch effects in large-scale proteomic studies: a tutorial.","https://scispace.com/papers/diagnostics-and-correction-of-batch-effects-in-large-scale-765qg1vq6u","2021","Journal Article","Molecular Systems Biology","Jelena Cuklina
Jelena Cuklina
Jelena Cuklina
Chloe H. Lee
Evan G. Williams
Evan G. Williams
Tatjana Sajic
Ben C. Collins
Ben C. Collins
María Rodríguez Martínez
Varun S. Sharma
Fabian Wendt
Sandra Goetze
Sandra Goetze
Gregory R. Keele
Bernd Wollscheid
Bernd Wollscheid
Ruedi Aebersold
Ruedi Aebersold
Patrick G. A. Pedrioli","10.15252/MSB.202110240","https://scispace.com/pdf/diagnostics-and-correction-of-batch-effects-in-large-scale-765qg1vq6u.pdf","Yes","87","Advancements in mass spectrometry-based proteomics have enabled experiments encompassing hundreds of samples. While these large sample sets deliver much-needed statistical power, handling them introduces technical variability known as batch effects. Here, we present a step-by-step protocol for the assessment, normalization, and batch correction of proteomic data. We review established methodologies from related fields and describe solutions specific to proteomic challenges, such as ion intensity drift and missing values in quantitative feature matrices. Finally, we compile a set of techniques that enable control of batch effect adjustment quality. We provide an R package, ""proBatch"", containing functions required for each step of the protocol. We demonstrate the utility of this methodology on five proteomic datasets each encompassing hundreds of samples and consisting of multiple experimental designs. In conclusion, we provide guidelines and tools to make the extraction of true biological signal from large proteomic studies more robust and transparent, ultimately facilitating reliable and reproducible research in clinical proteomics and systems biology.","ProBatch as mentioned in this paper is a step-by-step protocol for the assessment, normalization, and batch correction of proteomic data, which is based on a set of techniques that enable control of batch effect adjustment quality."
"Long-Term Metabolomics Reference Material.","https://scispace.com/papers/long-term-metabolomics-reference-material-106099sw5h","2021","Journal Article","Analytical Chemistry","Goncalo J. Gouveia
Amanda O. Shaver
Brianna M. Garcia
Alison M. Morse
Erik C. Andersen
Arthur S. Edison
Lauren M. McIntyre","10.1021/ACS.ANALCHEM.1C01294","","Yes","15","The use of quality control samples in metabolomics ensures data quality, reproducibility, and comparability between studies, analytical platforms, and laboratories. Long-term, stable, and sustainable reference materials (RMs) are a critical component of the quality assurance/quality control (QA/QC) system; however, the limited selection of currently available matrix-matched RMs reduces their applicability for widespread use. To produce an RM in any context, for any matrix that is robust to changes over the course of time, we developed iterative batch averaging method (IBAT). To illustrate this method, we generated 11 independently grown Escherichia coli batches and made an RM over the course of 10 IBAT iterations. We measured the variance of these materials by nuclear magnetic resonance (NMR) and showed that IBAT produces a stable and sustainable RM over time. This E. coli RM was then used as a food source to produce a Caenorhabditis elegans RM for a metabolomics experiment. The metabolite extraction of this material, alongside 41 independently grown individual C. elegans samples of the same genotype, allowed us to estimate the proportion of sample variation in preanalytical steps. From the NMR data, we found that 40% of the metabolite variance is due to the metabolite extraction process and analysis and 60% is due to sample-to-sample variance. The availability of RMs in untargeted metabolomics is one of the predominant needs of the metabolomics community that reach beyond quality control practices. IBAT addresses this need by facilitating the production of biologically relevant RMs and increasing their widespread use.","The use of quality control samples in metabolomics ensures data quality, reproducibility, and comparability between studies, analytical platforms, and laboratories as discussed by the authors, which is a critical component of the quality assurance/quality control (QA/QC) system; however, the limited selection of currently available matrix matched reference materials reduces their applicability for widespread use."
"Normalizing and Correcting Variable and Complex LC–MS Metabolomic Data with the R Package pseudoDrift","https://scispace.com/papers/normalizing-and-correcting-variable-and-complex-lc-ms-3126bkxq","2022","Journal Article","Metabolites","Jonas Rodriguez
Lina Gomez-Cano
Erich Grotewold
Natalia de Leon","10.3390/metabo12050435","https://scispace.com/pdf/normalizing-and-correcting-variable-and-complex-lc-ms-3126bkxq.pdf","Yes","","In biological research domains, liquid chromatography–mass spectroscopy (LC-MS) has prevailed as the preferred technique for generating high quality metabolomic data. However, even with advanced instrumentation and established data acquisition protocols, technical errors are still routinely encountered and can pose a significant challenge to unveiling biologically relevant information. In large-scale studies, signal drift and batch effects are how technical errors are most commonly manifested. We developed pseudoDrift, an R package with capabilities for data simulation and outlier detection, and a new training and testing approach that is implemented to capture and to optionally correct for technical errors in LC–MS metabolomic data. Using data simulation, we demonstrate here that our approach performs equally as well as existing methods and offers increased flexibility to the researcher. As part of our study, we generated a targeted LC–MS dataset that profiled 33 phenolic compounds from seedling stem tissue in 602 genetically diverse non-transgenic maize inbred lines. This dataset provides a unique opportunity to investigate the dynamics of specialized metabolism in plants.","P pseudoDrift, an R package with capabilities for data simulation and outlier detection, and a new training and testing approach that is implemented to capture and to optionally correct for technical errors in LC–MS metabolomic data are developed."
"Batch correction and harmonization of –Omics datasets with a tunable median polish of ratio","https://scispace.com/papers/batch-correction-and-harmonization-of-omics-datasets-with-a-38s8s79h","2023","Journal Article","Frontiers in Systems Biology","Eric B. Dammer
Nicholas T. Seyfried
Erik C. B. Johnson","10.3389/fsysb.2023.1092341","","Yes","21","Large scale −omics datasets can provide new insights into normal and disease-related biology when analyzed through a systems biology framework. However, technical artefacts present in most −omics datasets due to variations in sample preparation, batching, platform settings, personnel, and other experimental procedures prevent useful analyses of such data without prior adjustment for these technical factors. Here, we demonstrate a tunable median polish of ratio (TAMPOR) approach for batch effect correction and agglomeration of multiple, multi-batch, site-specific cohorts into a single analyte abundance data matrix that is suitable for systems biology analyses. We illustrate the utility and versatility of TAMPOR through four distinct use cases where the method has been applied to different proteomic datasets, some of which contain a specific defect that must be addressed prior to analysis. We compare quality control metrics and sources of variance before and after application of TAMPOR to show that TAMPOR is effective at removing batch effects and other unwanted sources of variance in −omics data. We also show how TAMPOR can be used to harmonize −omics datasets even when the data are acquired using different analytical approaches. TAMPOR is a powerful and flexible approach for cleaning and harmonization of −omics data prior to downstream systems biology analysis.","In this article , a tunable median polish of ratio (TAMPOR) approach is proposed for batch effect correction and agglomeration of multiple, multi-batch, site-specific cohorts into a single analyte abundance data matrix."
"Assessing and mitigating batch effects in large-scale multiomics studies","https://scispace.com/papers/assessing-and-mitigating-batch-effects-in-large-scale-fqpe6uyy7b","2023","Dataset","","Yibin Ying","10.6084/m9.figshare.23605833","","No","","<strong>Quartet RNA reference materials and multi-batch RNA-seq dataset</strong> The Quartet RNA reference materials were derived from the Epstein-Barr Virus (EBV) immortalized B-lymphoblastoid cell lines from four members of a Chinese family quartet including monozygotic twin daughters (D5 and D6), father (F7), and mother (M8). RNA-seq datasets from the Quartet RNA reference materials were then collected, consisting of 252 RNA-seq libraries from 21 batches generated in eight labs using two library construction protocols (PolyA selection and RiboZero) and two sequencing platforms (Illumina NovaSeq (ILM) and MGI DNBSEQ-T7 (BGI)). Here, a batch is defined as 12 libraries from a standard sample set, consisting of 12 vials with each representing one of the triplicates of the Quartet RNA reference sample groups, whose library construction and sequencing experiments were conducted simultaneously. To facilitate the adoption of reference materials, reference datasets, and quality metrics from the Quartet Project, we developed a Quartet Data Portal (http://chinese-quartet.org/) for access to the Quartet resources and enhancing quality consciousness of the community. Researchers can request the reference materials, datasets, and reference datasets from the data portal. <br> <strong>Dataset used in this study</strong> A subset of datasets from Quartet RNA reference materials for illustrating visualization tools in terms of diagnostics of batch effects. This example dataset includes 27 libraries from three RNA-seq batches. Different numbers of replicates (n=5~9) of reference materials are included in each batch to mimic a confounded scenario that replicates of reference materials are not equally distributed across batches. <br> <strong>Data analysis</strong> Expression matrix in log2-transformed Fragments Per Kilobase of transcript per Million mapped reads (FPKM) values were used as expression profiles before batch correction. Expression profiles based on detected genes were used for further analysis. A gene was considered detectable (expressed) in a biological group within a batch if ≥ 3 reads were mapped onto it in at least two of the three replicates. Ratio-based scaling was conducted for batch correction. Specifically, ratio-based scaling were calculated based on log2FPKM values. For each gene, the mean of expression profiles of replicates of reference sample(s) (e.g. D6) was first calculated, and then subtracted from the log2FPKM values of that gene in each study.","The Quartet RNA reference materials and multi-batch RNA-seq dataset provide a valuable resource for assessing and mitigating batch effects in large-scale multiomics studies. The dataset includes a subset of datasets from the Quartet RNA reference materials and can be used to illustrate visualization tools for diagnostics of batch effects."
"DBnorm as an R package for the comparison and selection of appropriate statistical methods for batch effect correction in metabolomic studies.","https://scispace.com/papers/dbnorm-as-an-r-package-for-the-comparison-and-selection-of-174t47bhk3","2021","Journal Article","Scientific Reports","Nasim Bararpour
Federica Gilardi
Cristian Carmeli
Cristian Carmeli
Jonathan Sidibé
Julijana Ivanisevic
Tiziana Caputo
Marc Augsburger
Silke Grabherr
Béatrice Desvergne
Nicolas Guex
Murielle Bochud
Aurélien Thomas","10.1038/S41598-021-84824-3","https://serval.unil.ch/resource/serval:BIB_C00E7D1EAE17.P001/REF.pdf","Yes","18","As a powerful phenotyping technology, metabolomics provides new opportunities in biomarker discovery through metabolome-wide association studies (MWAS) and the identification of metabolites having a regulatory effect in various biological processes. While mass spectrometry-based (MS) metabolomics assays are endowed with high throughput and sensitivity, MWAS are doomed to long-term data acquisition generating an overtime-analytical signal drift that can hinder the uncovering of real biologically relevant changes. We developed ""dbnorm"", a package in the R environment, which allows for an easy comparison of the model performance of advanced statistical tools commonly used in metabolomics to remove batch effects from large metabolomics datasets. ""dbnorm"" integrates advanced statistical tools to inspect the dataset structure not only at the macroscopic (sample batches) scale, but also at the microscopic (metabolic features) level. To compare the model performance on data correction, ""dbnorm"" assigns a score that help users identify the best fitting model for each dataset. In this study, we applied ""dbnorm"" to two large-scale metabolomics datasets as a proof of concept. We demonstrate that ""dbnorm"" allows for the accurate selection of the most appropriate statistical tool to efficiently remove the overtime signal drift and to focus on the relevant biological components of complex datasets.","Dbnorm as mentioned in this paper integrates advanced statistical tools to inspect the dataset structure not only at the macroscopic (sample batches) scale, but also at the microscopic (metabolic features) level."
"MRMQuant: Automated MRM Data Quantitation for Large-Scale Targeted Metabolomics Analysis","https://scispace.com/papers/mrmquant-automated-mrm-data-quantitation-for-large-scale-4x1iivl08sfg","2024","Journal Article","Analytical Chemistry","Ke‐Shiuan Lynn
Hsiang-Yu Tang
Chi-Jen Lo
Cheng-Hung Yang
Yi‐Ting Tseng
Mei‐Ling Cheng","10.1021/acs.analchem.4c02462","","No","","Multiple reaction monitoring (MRM) is a powerful and popular technique used for metabolite quantification in targeted metabolomics. Accurate and consistent quantitation of metabolites from the MRM data is essential for subsequent analyses. Here, we developed an automated tool, MRMQuant, for targeted metabolomic quantitation using high-throughput liquid chromatography-tandem mass spectrometry MRM data to provide users with an easy-to-use tool for accurate MRM data quantitation with minimal human intervention. This tool has many user-friendly functions and features to inspect and correct the quantitation results as required. MRMQuant possesses the following features to ensure accurate quantitation: (1) dynamic signal smoothing, (2) automatic deconvolution of coeluted peaks, (3) absolute quantitation via standard curves and/or internal standards, (4) visualized inspection and correction, (5) corrections applicable to multiple samples, and (6) batch-effect correction.","MRMQuant is an automated tool for accurate targeted metabolomics quantitation using high-throughput MRM data, featuring dynamic signal smoothing, peak deconvolution, absolute quantitation, and batch-effect correction with minimal human intervention."
"Perspectives for better batch effect correction in mass-spectrometry-based proteomics","https://scispace.com/papers/perspectives-for-better-batch-effect-correction-in-mass-10xb9jdz","2022","Journal Article","Computational and structural biotechnology journal","Ser-Xian Phua
Kai Peng Lim
Wilson Wen Bin Goh","10.1016/j.csbj.2022.08.022","https://doi.org/10.1016/j.csbj.2022.08.022","Yes","13","Mass-spectrometry-based proteomics presents some unique challenges for batch effect correction. Batch effects are technical sources of variation, can confound analysis and usually non-biological in nature. As proteomic analysis involves several stages of data transformation from spectra to protein, the decision on when and what to apply batch correction on is often unclear. Here, we explore several relevant issues pertinent to batch effect correct considerations. The first involves applications of batch effect correction requiring prior knowledge on batch factors and exploring data to uncover new/unknown batch factors. The second considers recent literature that suggests there is no single best batch effect correction algorithm---i.e., instead of a best approach, one may instead ask, what is a suitable approach. The third section considers issues of batch effect detection. And finally, we look at potential developments for proteomic-specific batch effect correction methods and how to do better functional evaluations on batch corrected data.","In this paper , the authors explore several relevant issues pertinent to batch effect correct considerations, including applications of batch effect correction requiring prior knowledge on batch factors and exploring data to uncover new/unknown batch factors."